priority,offset_s,latency_ms,status,outcome
low,18.6411,2663.64,429,shed
low,18.6209,2684.57,429,shed
low,3.0414,18264.12,200,ok
medium,17.8518,3455.59,200,ok
medium,17.6673,3640.13,200,ok
medium,17.1726,4146.80,200,ok
low,3.8202,17518.22,200,ok
low,18.6943,2644.12,429,shed
low,18.6571,2682.70,429,shed
low,3.0812,18258.63,200,ok
low,18.6732,2666.60,429,shed
medium,9.1028,12269.31,200,ok
low,18.9311,2464.05,429,shed
medium,17.1740,4221.11,200,ok
medium,17.1477,4248.96,200,ok
low,18.8707,2528.26,429,shed
low,18.9426,2456.32,429,shed
low,18.6819,2743.78,429,shed
medium,16.9370,4542.62,200,ok
medium,17.2022,4281.10,200,ok
medium,17.8540,3660.80,200,ok
medium,17.9150,3603.61,200,ok
medium,17.2674,4280.40,200,ok
high,18.6016,3048.75,429,shed
medium,16.2672,5439.70,200,ok
medium,15.7015,6005.42,200,ok
medium,16.1335,5573.39,200,ok
low,3.4909,18389.78,200,ok
low,3.4527,18436.66,200,ok
low,19.0704,3388.71,429,shed
medium,19.1018,3360.91,429,shed
low,19.0533,3411.74,429,shed
medium,16.4678,6032.98,200,ok
low,19.1308,3449.10,429,shed
low,19.0812,3508.72,429,shed
medium,17.0037,5598.67,200,ok
medium,16.4026,6199.75,200,ok
medium,17.2343,5430.73,200,ok
high,17.6012,5180.61,200,ok
medium,17.4104,5371.48,200,ok
medium,18.4531,4332.43,429,shed
medium,17.6025,5211.34,200,ok
high,15.5003,7343.37,200,ok
medium,17.3346,5573.61,200,ok
low,4.0709,18837.39,200,ok
low,18.3072,4601.06,429,shed
low,3.6809,19227.41,200,ok
medium,18.5682,4340.15,429,shed
medium,22.9094,21.59,,error
low,22.9100,21.27,,error
medium,22.9182,14.57,,error
low,22.9207,12.39,,error
low,22.9108,24.70,,error
low,22.9405,8.69,,error
medium,22.9360,13.58,,error
low,22.9334,16.54,,error
low,18.5181,4560.54,429,shed
low,18.9109,4167.79,429,shed
medium,23.0828,6.25,,error
low,23.0834,5.96,,error
low,23.0840,5.66,,error
low,23.0847,5.21,,error
low,23.0853,4.88,,error
medium,23.0862,4.31,,error
medium,23.0640,26.86,,error
medium,23.0672,23.92,,error
medium,23.0680,23.48,,error
medium,23.0686,23.13,,error
medium,23.0692,22.80,,error
low,23.0698,22.52,,error
low,23.0704,22.20,,error
low,23.0710,21.89,,error
low,23.0716,21.59,,error
low,23.0722,21.28,,error
high,23.0484,45.76,,error
low,23.0760,18.48,,error
low,23.0768,18.01,,error
low,23.0774,17.65,,error
low,23.0780,17.34,,error
high,23.0808,14.82,,error
low,23.0730,22.96,,error
medium,23.0820,14.17,,error
low,23.0963,2.32,,error
high,23.1007,3.67,,error
medium,23.1021,2.64,,error
low,23.1028,2.17,,error
low,23.1112,3.71,,error
medium,23.1170,2.50,,error
low,23.1206,1.83,,error
low,23.1306,3.80,,error
medium,23.1345,3.03,,error
low,23.1406,2.93,,error
high,23.1508,4.37,,error
medium,23.1528,2.70,,error
low,23.1535,2.22,,error
low,23.1605,2.32,,error
medium,23.1670,3.50,,error
low,23.1705,2.50,,error
low,23.1812,3.43,,error
medium,23.1847,1.78,,error
low,23.1906,2.80,,error
medium,19.3177,3887.74,429,shed
low,18.9608,4244.64,429,shed
low,23.2048,2.69,,error
low,23.2110,3.59,,error
medium,23.2177,2.31,,error
low,23.2212,1.98,,error
low,23.2303,2.68,,error
medium,23.2342,3.27,,error
low,23.2406,3.02,,error
medium,23.2531,2.38,,error
low,23.2540,1.86,,error
high,23.2508,5.32,,error
low,23.2603,3.33,,error
medium,23.2677,2.86,,error
low,23.2706,1.86,,error
low,19.0318,4252.03,429,shed
low,19.2337,4053.26,429,shed
low,23.2911,2.51,,error
high,23.3008,4.73,,error
medium,23.3028,3.06,,error
low,23.3037,2.42,,error
low,23.3103,2.40,,error
medium,23.3182,4.63,,error
low,23.3229,2.72,,error
low,23.3312,5.39,,error
medium,23.3336,3.36,,error
low,23.3410,2.50,,error
high,23.3507,4.76,,error
medium,23.3527,3.13,,error
low,23.3535,2.63,,error
low,23.3611,2.64,,error
medium,23.3669,2.59,,error
low,23.3706,2.73,,error
low,23.3806,4.29,,error
medium,23.3850,2.34,,error
low,23.3904,2.16,,error
medium,23.4028,2.10,,error
low,23.4036,1.63,,error
high,23.4008,4.69,,error
low,23.4106,2.48,,error
medium,23.4172,2.32,,error
low,23.4206,1.87,,error
low,23.4307,2.66,,error
medium,23.4344,1.77,,error
low,23.4404,2.36,,error
high,23.4510,4.74,,error
medium,23.4531,2.94,,error
low,23.4540,2.31,,error
low,23.4605,4.29,,error
medium,23.4669,3.85,,error
low,23.4708,1.95,,error
low,23.4810,2.90,,error
medium,23.4839,1.60,,error
low,23.4907,2.74,,error
medium,23.5027,3.49,,error
low,23.5037,2.81,,error
high,23.5006,6.19,,error
low,23.5110,2.69,,error
medium,23.5178,2.48,,error
low,23.5203,1.36,,error
low,23.5326,5.65,,error
medium,23.5362,2.47,,error
low,23.5408,3.84,,error
high,23.5509,4.88,,error
medium,23.5530,3.10,,error
low,23.5543,2.02,,error
low,23.5605,2.33,,error
medium,23.5670,2.85,,error
low,23.5710,1.89,,error
low,23.5811,2.81,,error
medium,23.5839,2.58,,error
low,23.5907,3.08,,error
medium,23.6032,5.42,,error
low,23.6063,2.56,,error
high,23.6010,8.20,,error
low,23.6103,1.90,,error
medium,23.6174,2.81,,error
low,23.6203,1.73,,error
high,15.9008,7729.67,200,ok
medium,18.8335,4799.57,429,shed
low,23.6407,2.68,,error
medium,23.6527,2.47,,error
low,23.6537,1.76,,error
high,23.6506,5.15,,error
low,23.6609,2.61,,error
medium,23.6677,3.06,,error
low,23.6708,2.74,,error
low,23.6807,3.00,,error
medium,23.6838,1.46,,error
low,23.6904,2.54,,error
high,23.7012,4.16,,error
medium,23.7032,2.40,,error
low,23.7040,1.91,,error
low,23.7111,2.55,,error
medium,23.7178,3.24,,error
low,23.7211,2.00,,error
low,23.7313,3.62,,error
medium,23.7335,1.74,,error
low,23.7404,2.32,,error
medium,23.7530,3.66,,error
low,23.7539,3.02,,error
high,23.7509,6.36,,error
medium,18.8840,4874.11,429,shed
medium,23.7669,3.37,,error
low,23.7703,1.60,,error
low,23.7823,8.64,,error
medium,23.7849,7.78,,error
low,23.7913,3.22,,error
high,23.8007,5.00,,error
medium,23.8027,3.28,,error
low,23.8036,2.66,,error
high,18.1018,5705.07,200,ok
medium,23.8170,2.44,,error
low,23.8205,1.81,,error
low,23.8306,2.75,,error
medium,23.8344,2.17,,error
low,23.8407,3.92,,error
medium,23.8528,2.34,,error
low,23.8536,1.91,,error
high,23.8509,4.92,,error
low,23.8609,2.53,,error
medium,23.8675,2.08,,error
low,23.8707,1.56,,error
low,23.8805,4.74,,error
medium,23.8853,2.23,,error
low,23.8906,2.11,,error
high,23.9010,5.03,,error
medium,23.9036,2.68,,error
low,23.9047,1.91,,error
low,23.9108,2.34,,error
medium,23.9172,2.35,,error
low,23.9207,1.93,,error
low,23.9308,12.33,,error
medium,19.3345,4608.70,429,shed
high,15.9528,7990.41,200,ok
medium,23.9531,5.93,,error
low,23.9537,5.60,,error
medium,23.9416,17.99,,error
medium,19.3840,4614.37,429,shed
medium,23.9674,53.18,,error
low,23.9705,50.43,,error
low,23.9817,39.46,,error
medium,23.9864,35.11,,error
low,23.9906,31.18,,error
high,24.0005,21.55,,error
medium,24.0021,20.21,,error
low,24.0029,19.70,,error
low,24.0108,12.05,,error
low,24.0230,2.20,,error
medium,24.0180,7.74,,error
medium,24.0336,2.94,,error
low,24.0315,5.38,,error
low,24.0412,206.44,,error
high,15.8003,8498.71,200,ok
high,15.5508,8748.21,200,ok
low,19.3406,4958.47,429,shed
high,19.5011,4797.93,429,shed
medium,24.2678,44.10,,error
medium,24.2689,43.36,,error
medium,24.2699,42.70,,error
medium,24.2708,42.09,,error
medium,24.2750,38.16,,error
medium,24.2763,37.22,,error
medium,24.2775,36.24,,error
medium,24.2820,32.03,,error
medium,24.2836,30.72,,error
medium,24.2849,29.71,,error
medium,24.2861,28.90,,error
low,24.2867,28.59,,error
low,24.2873,28.31,,error
low,24.2879,28.10,,error
low,24.2885,27.80,,error
low,24.2891,27.51,,error
low,24.2897,27.21,,error
low,24.2903,26.94,,error
low,24.2909,26.65,,error
low,24.2916,26.29,,error
low,24.2929,25.38,,error
high,24.2602,58.33,,error
low,24.2935,25.36,,error
low,24.2941,25.17,,error
low,24.2947,24.86,,error
low,24.2953,24.56,,error
low,24.2958,24.26,,error
low,24.2964,23.97,,error
low,24.2970,23.67,,error
low,24.2976,23.36,,error
low,24.2983,22.94,,error
high,24.3001,21.44,,error
high,24.3008,21.04,,error
medium,24.3014,20.69,,error
medium,24.3020,20.40,,error
medium,24.3027,20.02,,error
medium,24.3033,19.70,,error
low,24.3038,19.48,,error
low,24.3044,19.18,,error
low,24.3050,18.88,,error
low,24.3056,18.54,,error
low,24.3062,18.23,,error
low,24.3068,17.93,,error
low,24.2923,32.73,,error
low,24.3251,4.97,,error
medium,24.3270,3.36,,error
low,24.3281,2.80,,error
low,24.3309,2.33,,error
medium,24.3344,2.28,,error
low,24.3432,3.62,,error
medium,19.5357,4821.73,429,shed
medium,24.3532,6.09,,error
low,24.3539,5.71,,error
low,24.3602,7.27,,error
medium,24.3675,3.29,,error
low,24.3708,5.26,,error
low,24.3803,2.51,,error
medium,24.3839,1.80,,error
low,24.3909,2.71,,error
medium,19.8173,4578.35,429,shed
medium,24.4028,3.54,,error
low,24.4036,3.04,,error
low,24.4112,2.56,,error
medium,24.4169,2.16,,error
low,24.4211,1.85,,error
low,24.4311,2.55,,error
medium,24.4337,1.88,,error
low,24.4408,3.14,,error
medium,24.4530,2.01,,error
low,24.4538,1.60,,error
high,24.4511,4.58,,error
low,24.4608,2.51,,error
medium,24.4675,2.31,,error
low,24.4709,1.59,,error
low,24.4807,3.09,,error
medium,24.4838,2.71,,error
low,24.4907,2.18,,error
high,24.5011,4.09,,error
medium,24.5031,2.37,,error
low,24.5039,1.90,,error
low,24.5106,2.23,,error
medium,24.5170,2.30,,error
medium,18.9843,5535.54,200,ok
medium,19.0526,5470.45,200,ok
medium,19.0178,5508.17,200,ok
low,24.5403,2.38,,error
high,24.5509,4.12,,error
medium,24.5529,2.41,,error
low,24.5537,1.93,,error
low,3.8809,20678.18,200,ok
medium,24.5675,3.30,,error
low,24.5708,2.70,,error
low,24.5807,2.70,,error
medium,24.5835,1.52,,error
low,24.5912,2.61,,error
high,24.6007,4.00,,error
medium,24.6027,2.29,,error
low,24.6034,1.88,,error
low,24.6104,3.23,,error
medium,18.3548,6261.44,200,ok
low,3.8907,20725.58,200,ok
low,3.9907,20637.61,200,ok
low,3.8408,20791.94,200,ok
low,24.6404,2.21,,error
low,4.1525,20495.56,200,ok
low,24.6525,3.34,,error
high,24.6502,5.93,,error
low,24.6606,3.80,,error
medium,24.6682,3.35,,error
low,24.6716,1.87,,error
low,24.6806,3.24,,error
medium,24.6839,2.58,,error
low,24.6906,2.58,,error
medium,24.7026,2.94,,error
high,24.7004,5.40,,error
low,24.7035,2.71,,error
high,18.4512,6266.00,200,ok
low,24.7132,4.35,,error
low,24.7204,2.25,,error
low,24.7308,2.91,,error
medium,24.7338,1.76,,error
low,24.7407,4.01,,error
medium,19.1518,5593.82,200,ok
medium,24.7527,3.30,,error
low,24.7535,2.76,,error
low,24.7608,2.99,,error
medium,24.7669,3.49,,error
low,24.7705,2.12,,error
low,24.7808,3.90,,error
medium,24.7847,2.33,,error
low,24.7912,2.12,,error
high,24.8013,4.56,,error
medium,24.8034,2.81,,error
low,24.8042,2.28,,error
low,24.8107,6.73,,error
medium,24.8178,2.05,,error
low,24.8210,2.10,,error
low,24.8309,5.68,,error
medium,24.8342,2.68,,error
low,24.8411,3.58,,error
high,24.8509,4.66,,error
medium,24.8529,2.94,,error
low,24.8537,2.48,,error
low,24.8603,3.28,,error
high,19.9004,4964.73,429,shed
low,24.8705,4.14,,error
low,24.8808,3.84,,error
medium,24.8847,3.08,,error
low,24.8909,2.28,,error
medium,24.9022,2.32,,error
low,24.9029,1.93,,error
high,24.9004,4.75,,error
low,24.9103,2.83,,error
medium,24.9173,2.42,,error
low,24.9208,2.12,,error
medium,19.8401,5093.78,429,shed
low,4.1209,20813.04,200,ok
low,24.9404,2.62,,error
medium,19.4678,5479.33,429,shed
low,24.9527,3.22,,error
high,24.9503,5.93,,error
low,24.9607,3.37,,error
medium,24.9672,2.71,,error
low,24.9710,2.53,,error
medium,19.1838,5790.97,200,ok
medium,24.9835,3.25,,error
medium,19.8720,5117.28,429,shed
medium,18.2170,6773.15,200,ok
medium,19.9180,5072.58,429,shed
medium,19.8835,5110.76,429,shed
medium,19.9354,5061.81,429,shed
medium,19.9692,5028.68,429,shed
low,25.0203,2.73,,error
medium,25.0336,1.64,,error
low,25.0313,4.26,,error
low,25.0407,3.27,,error
medium,25.0532,2.71,,error
low,25.0540,2.23,,error
high,25.0512,5.34,,error
low,25.0607,2.89,,error
medium,25.0678,2.87,,error
low,25.0706,2.85,,error
low,25.0807,2.64,,error
medium,25.0844,2.27,,error
low,25.0908,2.84,,error
medium,25.1030,3.28,,error
low,25.1040,2.63,,error
high,25.1009,5.98,,error
high,20.0016,5106.15,429,shed
low,19.4825,5625.83,429,shed
low,25.1208,2.30,,error
low,25.1304,3.87,,error
medium,25.1343,5.39,,error
low,25.1408,2.66,,error
high,25.1507,5.86,,error
medium,25.1528,4.10,,error
low,25.1540,3.18,,error
low,25.1603,3.30,,error
medium,25.1678,2.85,,error
low,25.1707,1.93,,error
low,25.1808,3.95,,error
low,4.3524,20834.39,200,ok
low,25.1912,3.50,,error
medium,18.9173,6282.07,200,ok
medium,19.2202,5979.65,200,ok
low,19.8032,5397.39,429,shed
low,25.2103,3.13,,error
medium,25.2176,3.74,,error
low,25.2213,3.22,,error
low,25.2307,2.85,,error
medium,25.2336,1.85,,error
low,25.2407,3.02,,error
high,25.2509,4.98,,error
medium,25.2533,3.16,,error
low,25.2545,2.34,,error
low,25.2610,4.84,,error
medium,25.2670,3.85,,error
low,25.2708,4.18,,error
medium,20.0175,5259.70,429,shed
low,4.3306,20946.63,200,ok
low,25.2909,5.20,,error
medium,25.3042,5.26,,error
low,25.3067,3.23,,error
high,25.3002,10.04,,error
low,25.3103,2.34,,error
medium,25.3178,5.04,,error
low,25.3203,2.93,,error
low,25.3304,3.31,,error
medium,25.3337,2.78,,error
high,20.0517,5291.21,429,shed
high,17.9509,7392.67,200,ok
medium,25.3529,3.98,,error
low,25.3537,3.55,,error
low,25.3607,2.98,,error
medium,25.3678,3.73,,error
low,25.3716,2.92,,error
low,25.3807,4.23,,error
medium,25.3850,3.98,,error
low,25.3911,2.49,,error
high,25.4008,4.73,,error
medium,25.4029,2.96,,error
low,25.4039,2.28,,error
low,25.4103,3.05,,error
medium,25.4175,2.82,,error
low,25.4204,3.52,,error
low,25.4311,2.76,,error
medium,25.4339,1.64,,error
low,25.4408,2.87,,error
medium,20.0669,5380.57,429,shed
medium,18.1704,7277.55,200,ok
low,4.4529,20997.07,200,ok
low,25.4611,4.71,,error
medium,25.4669,3.23,,error
low,25.4702,2.08,,error
low,25.4805,3.60,,error
medium,25.4841,1.94,,error
low,25.4913,3.46,,error
medium,25.5030,3.24,,error
low,25.5039,2.66,,error
high,25.5009,5.95,,error
low,25.5110,2.66,,error
medium,25.5178,2.80,,error
low,25.5206,1.84,,error
low,25.5313,3.78,,error
medium,25.5335,1.88,,error
low,25.5406,3.50,,error
high,25.5503,4.80,,error
medium,25.5522,3.19,,error
low,25.5529,2.74,,error
low,25.5609,3.35,,error
medium,19.7526,5817.49,429,shed
low,25.5702,2.16,,error
low,25.5808,3.89,,error
medium,25.5847,1.86,,error
low,25.5907,55.66,,error
medium,25.6479,9.74,,error
medium,25.6494,8.57,,error
medium,25.6500,8.23,,error
low,25.6507,7.90,,error
low,25.6513,7.59,,error
low,25.6519,7.29,,error
low,25.6525,6.98,,error
low,25.6531,6.68,,error
high,25.6541,5.91,,error
medium,25.6548,5.63,,error
low,25.6554,5.32,,error
high,25.6464,14.54,,error
low,25.6611,1.98,,error
medium,25.6672,12.17,,error
medium,19.7678,5917.23,429,shed
medium,25.6869,3.62,,error
low,25.6809,10.02,,error
low,25.6910,2.67,,error
medium,25.7030,2.46,,error
low,25.7040,1.74,,error
high,25.7009,5.55,,error
low,25.7107,2.98,,error
medium,25.7178,2.86,,error
low,25.7207,2.22,,error
high,20.1004,5624.34,429,shed
low,18.5123,7223.59,429,shed
low,25.7409,3.94,,error
medium,25.7531,3.05,,error
low,25.7543,2.17,,error
high,25.7510,5.77,,error
low,25.7609,3.71,,error
medium,25.7678,3.12,,error
low,25.7710,3.46,,error
low,25.7807,4.30,,error
medium,25.7850,2.46,,error
low,25.7933,4.38,,error
medium,25.8033,7.87,,error
low,25.8048,6.98,,error
high,25.8013,10.91,,error
low,25.8122,2.20,,error
medium,25.8177,18.77,,error
low,25.8240,12.78,,error
low,25.8312,5.86,,error
medium,25.8343,3.06,,error
low,25.8433,50.56,,error
high,25.8506,43.57,,error
medium,25.8526,41.89,,error
low,25.8533,41.47,,error
low,25.8612,34.32,,error
medium,25.8677,28.10,,error
low,25.8709,26.54,,error
low,25.8806,17.14,,error
medium,25.8838,14.25,,error
low,25.8904,7.97,,error
high,25.9005,5.01,,error
medium,25.9019,3.94,,error
low,25.9026,3.50,,error
low,25.9103,3.33,,error
medium,25.9177,3.69,,error
low,25.9215,2.02,,error
low,25.9306,2.69,,error
medium,25.9344,2.06,,error
low,25.9406,3.19,,error
high,25.9511,5.48,,error
medium,25.9531,3.78,,error
low,25.9539,3.20,,error
low,25.9603,2.35,,error
medium,25.9679,3.11,,error
low,25.9710,1.59,,error
low,25.9808,2.85,,error
medium,25.9837,2.58,,error
low,25.9904,3.24,,error
medium,26.0034,4.20,,error
low,26.0049,2.96,,error
high,26.0009,7.32,,error
low,26.0103,3.22,,error
medium,26.0177,2.55,,error
low,26.0203,3.30,,error
low,26.0307,3.03,,error
medium,26.0338,1.77,,error
low,26.0408,3.40,,error
high,26.0504,4.45,,error
medium,26.0525,2.67,,error
low,26.0534,2.05,,error
low,26.0606,2.65,,error
medium,26.0674,3.51,,error
low,26.0710,1.83,,error
low,26.0810,3.51,,error
medium,26.0845,2.72,,error
low,26.0904,2.36,,error
high,26.1010,4.13,,error
medium,26.1030,2.44,,error
low,26.1038,1.92,,error
low,26.1109,3.85,,error
medium,26.1169,3.84,,error
low,26.1208,2.46,,error
low,26.1304,4.20,,error
medium,26.1347,1.82,,error
low,26.1407,2.67,,error
medium,26.1528,3.80,,error
low,26.1538,3.15,,error
high,26.1508,6.47,,error
low,26.1603,3.30,,error
low,26.1702,3.21,,error
medium,26.1678,5.97,,error
low,26.1807,2.96,,error
medium,26.1837,1.73,,error
low,26.1906,3.08,,error
high,26.2009,5.68,,error
medium,26.2030,3.91,,error
low,26.2040,3.19,,error
low,26.2103,4.38,,error
medium,26.2178,3.42,,error
low,26.2213,1.79,,error
low,26.2302,2.69,,error
medium,26.2341,3.50,,error
low,26.2407,2.99,,error
high,18.5145,7730.31,200,ok
low,26.2540,2.56,,error
high,26.2510,5.84,,error
low,26.2604,2.47,,error
medium,26.2670,2.77,,error
low,26.2709,1.85,,error
low,26.2809,3.70,,error
medium,26.2846,2.86,,error
low,26.2906,2.96,,error
low,26.3034,2.08,,error
medium,26.3027,3.09,,error
high,26.3008,5.33,,error
low,26.3102,2.35,,error
medium,26.3177,2.94,,error
low,26.3206,2.01,,error
low,26.3308,4.14,,error
medium,26.3350,3.62,,error
low,26.3408,3.13,,error
high,26.3511,4.83,,error
medium,26.3536,2.65,,error
low,26.3546,1.96,,error
high,18.7507,7607.86,200,ok
medium,26.3670,2.35,,error
low,26.3704,2.30,,error
medium,19.4529,6921.49,200,ok
medium,26.3842,2.86,,error
low,26.3902,2.20,,error
medium,26.4026,2.14,,error
low,26.4034,1.64,,error
high,26.4006,4.75,,error
low,26.4105,2.24,,error
medium,26.4169,3.14,,error
low,26.4211,2.50,,error
low,26.4307,3.40,,error
medium,26.4342,1.78,,error
low,26.4411,2.07,,error
high,26.4504,4.31,,error
medium,26.4523,2.62,,error
low,26.4533,2.00,,error
low,26.4604,3.57,,error
medium,26.4672,2.86,,error
low,26.4712,2.38,,error
low,26.4807,3.22,,error
medium,26.4840,1.48,,error
low,26.4906,2.58,,error
high,26.5004,4.25,,error
medium,26.5024,2.55,,error
low,26.5033,2.02,,error
low,26.5104,2.85,,error
medium,26.5174,5.25,,error
low,26.5227,2.91,,error
medium,26.5360,2.83,,error
low,26.5307,8.51,,error
low,26.5412,2.89,,error
medium,26.5521,22.64,,error
low,26.5648,10.37,,error
low,26.5679,7.61,,error
medium,26.5711,4.71,,error
low,26.5726,3.48,,error
high,26.5502,26.30,,error
low,19.8411,6745.96,429,shed
low,19.8209,6766.10,429,shed
low,26.5807,8.99,,error
medium,26.6032,3.39,,error
low,26.6046,2.22,,error
high,26.6009,6.31,,error
low,26.6103,1.81,,error
medium,26.6172,3.62,,error
low,26.6209,3.01,,error
low,4.4311,22204.12,200,ok
low,19.8605,6774.75,429,shed
low,26.6311,5.96,,error
medium,20.1019,6536.47,429,shed
low,19.8528,6785.58,429,shed
high,26.6513,4.53,,error
low,26.6605,37.42,,error
medium,20.0026,6701.84,429,shed
medium,19.4837,7220.72,200,ok
low,19.8908,6813.68,429,shed
low,19.8736,6831.84,429,shed
medium,20.1171,6590.97,429,shed
medium,26.7068,2.77,,error
low,26.7074,2.44,,error
low,26.7024,8.02,,error
low,26.7110,5.82,,error
medium,20.2837,6433.84,429,shed
low,26.7209,2.63,,error
low,26.7307,3.63,,error
medium,26.7343,3.19,,error
low,26.7407,2.10,,error
low,19.9610,6784.21,429,shed
low,20.0031,6744.15,429,shed
low,20.1309,6617.65,429,shed
low,20.0810,6667.61,429,shed
low,19.9308,6818.37,429,shed
low,26.7702,2.78,,error
low,26.7812,6.48,,error
medium,26.7853,3.14,,error
low,26.7908,3.03,,error
high,26.8013,8.85,,error
medium,26.8036,6.97,,error
low,26.8077,3.25,,error
low,26.8110,1.83,,error
high,18.8021,8016.14,200,ok
medium,19.0835,7734.71,200,ok
low,26.8302,3.75,,error
medium,26.8340,2.56,,error
low,26.8407,2.27,,error
medium,26.8533,2.14,,error
